,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled
669,683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68000.0
670,715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36000.0
671,626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39000.0
672,364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250000.0
673,732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19000.0
674,47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1300000.0
675,208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18000.0
676,731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70000.0
677,284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190000.0
678,31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440000.0
679,30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230000.0
680,37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190000.0
681,424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52000.0
682,279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110000.0
683,869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21000.0
684,111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420000.0
685,555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26000.0
686,374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41000.0
687,152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170000.0
688,3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1500000.0
689,823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69000.0
690,827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3000.0
691,317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480000.0
692,771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7700.0
693,553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29000.0
694,658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35000.0
695,82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23000.0
696,532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24000.0
697,634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5200.0
698,868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7200.0
699,876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16000.0
700,622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15000.0
701,289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170000.0
702,414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36000.0
703,386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17000.0
704,315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120000.0
705,632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30000.0
706,833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3200.0
707,180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7000.0
708,331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33000.0
709,160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370000.0
710,393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2600.0
711,332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160000.0
712,601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5600.0
713,781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16000.0
714,763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6800.0
715,860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12000.0
716,368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9100.0
717,121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140000.0
718,629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47000.0
719,836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6400.0
720,712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14000.0
721,19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000.0
722,154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39000.0
723,285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14000.0
724,772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110000.0
725,695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61000.0
726,304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16000.0
727,167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18000.0
728,792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15000.0
729,814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20000.0
730,660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22000.0
731,817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13000.0
732,49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130000.0
733,440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78000.0
734,574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4200.0
735,83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220000.0
736,506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42000.0
737,186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60000.0
738,402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34000.0
739,859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60000.0
740,64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110000.0
741,515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17000.0
742,600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68000.0
743,363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8800.0
744,754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12000.0
745,504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71000.0
746,334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430000.0
747,200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12000.0
748,580,Sports and Society,Duke University,COURSE,4.8,Mixed,16000.0
749,68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370000.0
750,680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17000.0
751,170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16000.0
752,127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34000.0
753,84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220000.0
754,657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28000.0
755,648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60000.0
756,822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9500.0
757,93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100000.0
758,801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58000.0
759,202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68000.0
760,592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9200.0
761,798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30000.0
762,749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11000.0
763,189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220000.0
764,455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38000.0
765,40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750000.0
766,588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11000.0
767,483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7900.0
768,432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4900.0
769,384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66000.0
770,50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82000.0
771,760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24000.0
772,306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29000.0
773,328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50000.0
774,344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45000.0
775,583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9400.0
776,387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3900.0
777,403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62000.0
778,484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48000.0
779,647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33000.0
780,67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100000.0
781,234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62000.0
782,559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81000.0
783,807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8500.0
784,788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53000.0
785,466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49000.0
786,41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280000.0
787,27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170000.0
788,217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12000.0
789,298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90000.0
790,460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130000.0
791,507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47000.0
792,133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23000.0
793,375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73000.0
794,135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130000.0
795,65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22000.0
796,97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84000.0
797,768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23000.0
798,759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11000.0
799,81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120000.0
800,243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420000.0
801,864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7200.0
802,274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84000.0
803,587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29000.0
804,282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47000.0
805,357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130000.0
806,671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47000.0
807,576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9400.0
808,272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180000.0
809,534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120000.0
810,826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1700.0
811,818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50000.0
812,690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12000.0
813,696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59000.0
814,524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13000.0
815,2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2500000.0
816,118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320000.0
817,677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19000.0
818,138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100000.0
819,361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26000.0
820,459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5200.0
821,666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28000.0
822,616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33000.0
823,716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14000.0
824,584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200000.0
825,146,Tools for Data Science,IBM,COURSE,4.6,Beginner,120000.0
826,220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68000.0
827,529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45000.0
828,530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110000.0
829,438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5400.0
830,245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12000.0
831,153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44000.0
832,46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68000.0
833,595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25000.0
834,676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29000.0
835,353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78000.0
836,500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89000.0
837,173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24000.0
838,886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11000.0
839,746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49000.0
840,261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120000.0
841,465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30000.0
842,249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130000.0
843,865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6100.0
844,618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12000.0
845,882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9500.0
846,638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3900.0
847,117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23000.0
848,614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43000.0
849,350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220000.0
850,199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310000.0
851,603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19000.0
852,262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63000.0
853,589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40000.0
854,71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150000.0
855,407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37000.0
856,297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23000.0
857,185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190000.0
858,182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120000.0
859,42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280000.0
860,354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34000.0
861,144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120000.0
862,829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35000.0
863,543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6200.0
864,88,What is Data Science?,IBM,COURSE,4.7,Beginner,260000.0
865,379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94000.0
866,232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32000.0
867,787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17000.0
868,619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12000.0
869,213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270000.0
870,684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18000.0
871,69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140000.0
872,359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17000.0
873,779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76000.0
874,858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25000.0
875,191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190000.0
876,607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69000.0
877,492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14000.0
878,156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68000.0
879,722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16000.0
880,811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67000.0
881,132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77000.0
882,405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19000.0
883,703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83000.0
884,841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41000.0
885,889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45000.0
886,236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52000.0
887,883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21000.0
888,545,Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30000.0
889,875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9800.0
890,163,Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38000.0
